Row #,Question Type,Question Text,Acceptable Options,Answer Given
8,"No questionnaire question for: Are there any unique features or provisions? If so, what are they?","","",n/a
8,DropdownQuestion,Are there any investment banker fees?,"[""Yes"", ""No""]",n/a
8,ChecklistQuestion,What is the securities exemption relied upon?,"[""Rule 504(b)(1)(not (i), (ii), or (iii))"", ""Rule 504(b)(1)(i)"", ""Rule 504(b)(1)(ii)"", ""Rule 504(b)(1)(iii)"", ""Rule 505"", ""Rule 506(b)"", ""Rule 506(c)"", ""Securities Act Section 4(a)(5)"", ""Investment Company Act Section 3(c)"", ""Section 3(c)(1)"", ""Section 3(c)(2), Section 3(c)(3)"", ""Section 3(c)(4)"", ""Section 3(c)(5)"", ""Section 3(c)(6)"", ""Section 3(c)(7)"", ""Section 3(c)(8)"", ""Section 3(c)(9)"", ""Section 3(c)(10)"", ""Section 3(c)(11)"", ""Section 3(c)(12)"", ""Section 3(c)(13)"", ""Section 3(c)(14)""]",Rule 506
9,No questionnaire question for: What specific product line does the company make?,"","",N/A
9,NumericQuestion,What is the amount of financing?,"[""Number""]",$5.25M
9,NumericQuestion,Pre-Money Valuation,"[""Number""]","$15,000,000.00 "
9,No questionnaire question for: Is there a dividend payment?,"","",n/a
9,DropdownQuestion,What is the rate?,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",N/A
9,No questionnaire question for: Is it accruing?,"","",N/A
9,DropdownQuestion,Is it cumulative?,"[""Yes"", ""No""]",N/A
9,DropdownQuestion,Is it a PIK dividend?,"[""Yes"", ""No""]",N/A
9,ChecklistQuestion,What are the conversion rights?,"[""Optional"", ""Mandatory"", ""Qualified IPO""]",1:1 to Common Stock
9,ChecklistQuestion,What are the participation rights?,"[""None"", ""Non-Participating"", ""Participating"", ""Participating with a Cap""]",n/a
9,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]",See document 9995712.
9,No questionnaire question for: What are the anti-dilution provisions?,"","",broad-based weighted average
9,"No questionnaire question for: Are there any unique features or provisions? If so, what are they?","","",n/a
9,DropdownQuestion,Are there any investment banker fees?,"[""Yes"", ""No""]",n/a
9,ChecklistQuestion,What is the securities exemption relied upon?,"[""Rule 504(b)(1)(not (i), (ii), or (iii))"", ""Rule 504(b)(1)(i)"", ""Rule 504(b)(1)(ii)"", ""Rule 504(b)(1)(iii)"", ""Rule 505"", ""Rule 506(b)"", ""Rule 506(c)"", ""Securities Act Section 4(a)(5)"", ""Investment Company Act Section 3(c)"", ""Section 3(c)(1)"", ""Section 3(c)(2), Section 3(c)(3)"", ""Section 3(c)(4)"", ""Section 3(c)(5)"", ""Section 3(c)(6)"", ""Section 3(c)(7)"", ""Section 3(c)(8)"", ""Section 3(c)(9)"", ""Section 3(c)(10)"", ""Section 3(c)(11)"", ""Section 3(c)(12)"", ""Section 3(c)(13)"", ""Section 3(c)(14)""]",506(b)
10,No questionnaire question for: What specific product line does the company make?,"","",N/A
10,No questionnaire question for: Is there a dividend payment?,"","",None  
10,DropdownQuestion,What is the rate?,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",N/A
10,No questionnaire question for: Is it accruing?,"","",N/A
10,DropdownQuestion,Is it cumulative?,"[""Yes"", ""No""]",N/A
10,DropdownQuestion,Is it a PIK dividend?,"[""Yes"", ""No""]",N/A
10,ChecklistQuestion,What are the conversion rights?,"[""Optional"", ""Mandatory"", ""Qualified IPO""]",None
10,ChecklistQuestion,What are the participation rights?,"[""None"", ""Non-Participating"", ""Participating"", ""Participating with a Cap""]",Participates on a pro rata basis with common
10,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Votes with common on all matters submitted to v ote of members, no protective provisions"
10,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Votes with common on all matters submitted to v ote of members, no protective provisions"
10,No questionnaire question for: What are the anti-dilution provisions?,"","",None
10,"No questionnaire question for: Are there any unique features or provisions? If so, what are they?","","",None
10,DropdownQuestion,Are there any investment banker fees?,"[""Yes"", ""No""]",None
11,No questionnaire question for: What specific product line does the company make?,"","",N/A
11,NumericQuestion,Pre-Money Valuation,"[""Number""]","Approx. $8,500,000"
11,No questionnaire question for: Is there a dividend payment?,"","",Yes
11,DropdownQuestion,What is the rate?,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",8%
11,No questionnaire question for: Is it accruing?,"","",Yes
11,DropdownQuestion,Is it cumulative?,"[""Yes"", ""No""]",N/A
11,DropdownQuestion,Is it a PIK dividend?,"[""Yes"", ""No""]",N/A
11,ChecklistQuestion,What are the conversion rights?,"[""Optional"", ""Mandatory"", ""Qualified IPO""]",Optional and mandatory
11,ChecklistQuestion,What are the participation rights?,"[""None"", ""Non-Participating"", ""Participating"", ""Participating with a Cap""]",The Series A Preferred Stock have uncapped participation rights
11,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Votes with common on all matters submitted to vote of stockholders, expansive Series Seed protective provisions."
11,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Votes with common on all matters submitted to vote of stockholders, expansive Series Seed protective provisions."
11,No questionnaire question for: What are the anti-dilution provisions?,"","",Broad-based weighted average anti-dilution
11,"No questionnaire question for: Are there any unique features or provisions? If so, what are they?","","",None
11,DropdownQuestion,Are there any investment banker fees?,"[""Yes"", ""No""]",None
12,No questionnaire question for: What specific product line does the company make?,"","",N/A
12,No questionnaire question for: Is there a dividend payment?,"","",None
12,DropdownQuestion,What is the rate?,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",N/A
12,No questionnaire question for: Is it accruing?,"","",N/A
12,DropdownQuestion,Is it cumulative?,"[""Yes"", ""No""]",N/A
12,DropdownQuestion,Is it a PIK dividend?,"[""Yes"", ""No""]",N/A
12,ChecklistQuestion,What are the conversion rights?,"[""Optional"", ""Mandatory"", ""Qualified IPO""]",None
12,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Yes, material actions such as liquidation, asset purchase, indebtedness over $100,000, new line of business, litigation, tax elections, and increasing annual compensation of the CEO"
12,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Yes, material actions such as liquidation, asset purchase, indebtedness over $100,000, new line of business, litigation, tax elections, and increasing annual compensation of the CEO"
12,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Yes, material actions such as liquidation, asset purchase, indebtedness over $100,000, new line of business, litigation, tax elections, and increasing annual compensation of the CEO"
12,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Yes, material actions such as liquidation, asset purchase, indebtedness over $100,000, new line of business, litigation, tax elections, and increasing annual compensation of the CEO"
12,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Yes, material actions such as liquidation, asset purchase, indebtedness over $100,000, new line of business, litigation, tax elections, and increasing annual compensation of the CEO"
12,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Yes, material actions such as liquidation, asset purchase, indebtedness over $100,000, new line of business, litigation, tax elections, and increasing annual compensation of the CEO"
12,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Yes, material actions such as liquidation, asset purchase, indebtedness over $100,000, new line of business, litigation, tax elections, and increasing annual compensation of the CEO"
12,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Yes, material actions such as liquidation, asset purchase, indebtedness over $100,000, new line of business, litigation, tax elections, and increasing annual compensation of the CEO"
12,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Yes, material actions such as liquidation, asset purchase, indebtedness over $100,000, new line of business, litigation, tax elections, and increasing annual compensation of the CEO"
12,No questionnaire question for: What are the anti-dilution provisions?,"","",Weighted average
12,"No questionnaire question for: Are there any unique features or provisions? If so, what are they?","","",None
12,DropdownQuestion,Are there any investment banker fees?,"[""Yes"", ""No""]",None
12,ChecklistQuestion,What is the securities exemption relied upon?,"[""Rule 504(b)(1)(not (i), (ii), or (iii))"", ""Rule 504(b)(1)(i)"", ""Rule 504(b)(1)(ii)"", ""Rule 504(b)(1)(iii)"", ""Rule 505"", ""Rule 506(b)"", ""Rule 506(c)"", ""Securities Act Section 4(a)(5)"", ""Investment Company Act Section 3(c)"", ""Section 3(c)(1)"", ""Section 3(c)(2), Section 3(c)(3)"", ""Section 3(c)(4)"", ""Section 3(c)(5)"", ""Section 3(c)(6)"", ""Section 3(c)(7)"", ""Section 3(c)(8)"", ""Section 3(c)(9)"", ""Section 3(c)(10)"", ""Section 3(c)(11)"", ""Section 3(c)(12)"", ""Section 3(c)(13)"", ""Section 3(c)(14)""]",4(2) Private Placement
13,No questionnaire question for: What specific product line does the company make?,"","",N/A
13,NumericQuestion,What is the amount of financing?,"[""Number""]","Up to $1,650,000 total; $695,000 funded at initial closing including the conversion of approx. $150,000 in convertible notes; $945,000 remaining for sale at MileStone Closing."
13,NumericQuestion,Pre-Money Valuation,"[""Number""]",$2.75M pre-money for Initial Closing; $3.20M pre-money for MileStone Closing
13,No questionnaire question for: Is there a dividend payment?,"","",Yes
13,DropdownQuestion,What is the rate?,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",6% preferred dividend
13,No questionnaire question for: Is it accruing?,"","",N/A
13,DropdownQuestion,Is it cumulative?,"[""Yes"", ""No""]",N/A
13,DropdownQuestion,Is it a PIK dividend?,"[""Yes"", ""No""]",N/A
13,ChecklistQuestion,What are the conversion rights?,"[""Optional"", ""Mandatory"", ""Qualified IPO""]",None
13,ChecklistQuestion,What are the participation rights?,"[""None"", ""Non-Participating"", ""Participating"", ""Participating with a Cap""]",Participates on a pro rata basis with common
13,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Votes with common on all matters submitted to vote of members, no protective provisions"
13,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Votes with common on all matters submitted to vote of members, no protective provisions"
13,No questionnaire question for: What are the anti-dilution provisions?,"","",None
13,"No questionnaire question for: Are there any unique features or provisions? If so, what are they?","","",MileStone closing triggered by 3 consecutive months of at least $35K in monthly gross recurring revenue.  Company can seek other financing sources if milestone not achieved within 6 months.
13,NumericQuestion,What are the legal fees for investor counsel?,"[""Number""]","$30-40,000"
13,DropdownQuestion,Are there any investment banker fees?,"[""Yes"", ""No""]",None
14,No questionnaire question for: What specific product line does the company make?,"","",N/A
14,No questionnaire question for: Is there a dividend payment?,"","",n/a
14,DropdownQuestion,What is the rate?,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",N/A
14,No questionnaire question for: Is it accruing?,"","",N/A
14,DropdownQuestion,Is it cumulative?,"[""Yes"", ""No""]",N/A
14,DropdownQuestion,Is it a PIK dividend?,"[""Yes"", ""No""]",N/A
14,ChecklistQuestion,What are the conversion rights?,"[""Optional"", ""Mandatory"", ""Qualified IPO""]",Convert into next class
14,ChecklistQuestion,What are the participation rights?,"[""None"", ""Non-Participating"", ""Participating"", ""Participating with a Cap""]",Yes
14,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]",Minimal
14,No questionnaire question for: What are the anti-dilution provisions?,"","",None
14,"No questionnaire question for: Are there any unique features or provisions? If so, what are they?","","",None
14,DropdownQuestion,Are there any investment banker fees?,"[""Yes"", ""No""]",n/a
